Trois-Rivières — Historical Starts by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,18,0,0,0,18,
Feb 1990,25,2,0,0,27,
Mar 1990,43,8,0,0,51,
Apr 1990,86,8,0,0,94,
May 1990,100,0,0,0,100,
Jun 1990,57,0,0,0,57,
Jul 1990,56,0,0,0,56,
Aug 1990,31,2,0,0,33,
Sep 1990,45,2,0,0,47,
Oct 1990,41,6,0,0,47,
Nov 1990,34,6,0,0,40,
Dec 1990,19,0,0,0,19,
Jan 1991,4,2,0,0,6,
Feb 1991,9,0,0,0,9,
Mar 1991,18,14,0,0,32,
Apr 1991,77,18,0,4,99,
May 1991,76,6,0,0,82,
Jun 1991,78,4,0,0,82,
Jul 1991,40,4,0,0,44,
Aug 1991,23,6,0,0,29,
Sep 1991,33,12,0,4,49,
Oct 1991,66,22,0,0,88,
Nov 1991,27,24,0,0,51,
Dec 1991,48,22,0,0,70,
Jan 1992,10,2,0,0,12,
Feb 1992,3,0,0,0,3,
Mar 1992,12,0,0,0,12,
Apr 1992,45,34,0,0,79,
May 1992,58,23,0,0,81,
Jun 1992,48,14,0,0,62,
Jul 1992,36,2,0,0,38,
Aug 1992,30,4,0,0,34,
Sep 1992,18,2,0,0,20,
Oct 1992,16,12,0,0,28,
Nov 1992,48,8,0,0,56,
Dec 1992,22,20,4,0,46,
Jan 1993,9,2,0,0,11,
Feb 1993,5,0,0,0,5,
Mar 1993,3,0,0,0,3,
Apr 1993,51,42,4,14,111,
May 1993,68,36,23,6,133,
Jun 1993,58,14,16,0,88,
Jul 1993,25,6,4,0,35,
Aug 1993,29,2,4,0,35,
Sep 1993,20,6,0,0,26,
Oct 1993,19,14,4,0,37,
Nov 1993,30,12,0,0,42,
Dec 1993,22,10,0,0,32,
Jan 1994,9,4,0,0,13,
Feb 1994,3,0,4,0,7,
Mar 1994,7,16,0,0,23,
Apr 1994,44,52,0,12,108,
May 1994,86,44,5,3,138,
Jun 1994,47,12,0,0,59,
Jul 1994,22,32,0,0,54,
Aug 1994,16,2,0,4,22,
Sep 1994,24,16,0,0,40,
Oct 1994,22,34,0,2,58,
Nov 1994,14,56,0,6,76,
Dec 1994,20,24,11,0,55,
Jan 1995,2,0,0,0,2,
Feb 1995,2,2,0,0,4,
Mar 1995,5,4,0,0,9,
Apr 1995,32,28,0,0,60,
May 1995,57,24,0,0,81,
Jun 1995,19,6,0,0,25,
Jul 1995,21,10,0,0,31,
Aug 1995,14,6,0,0,20,
Sep 1995,21,6,0,0,27,
Oct 1995,11,2,0,0,13,
Nov 1995,17,6,0,2,25,
Dec 1995,16,0,0,2,18,
Jan 1996,5,2,0,0,7,
Feb 1996,5,14,0,0,19,
Mar 1996,11,30,0,0,41,
Apr 1996,37,18,0,0,55,
May 1996,40,8,0,0,48,
Jun 1996,21,16,0,0,37,
Jul 1996,25,18,0,0,43,
Aug 1996,15,10,0,0,25,
Sep 1996,19,2,0,2,23,
Oct 1996,17,16,0,0,33,
Nov 1996,22,30,0,0,52,
Dec 1996,12,10,3,0,25,
Jan 1997,7,6,0,0,13,
Feb 1997,1,8,0,0,9,
Mar 1997,9,18,0,0,27,
Apr 1997,30,16,0,0,46,
May 1997,51,28,0,0,79,
Jun 1997,32,8,0,0,40,
