Oshawa — Historical Starts by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,209,14,0,0,223,
Feb 1990,85,0,0,0,85,
Mar 1990,90,0,0,0,90,
Apr 1990,136,2,0,0,138,
May 1990,135,0,24,0,159,
Jun 1990,93,2,17,0,112,
Jul 1990,97,12,0,0,109,
Aug 1990,49,8,0,0,57,
Sep 1990,91,10,0,0,101,
Oct 1990,82,0,121,0,203,
Nov 1990,70,32,7,0,109,
Dec 1990,93,6,0,0,99,
Jan 1991,100,1,0,4,105,
Feb 1991,24,0,0,0,24,
Mar 1991,56,12,1,0,69,
Apr 1991,73,20,0,0,93,
May 1991,121,0,39,0,160,
Jun 1991,181,2,36,0,219,
Jul 1991,251,14,7,0,272,
Aug 1991,192,12,57,0,261,
Sep 1991,65,10,0,0,75,
Oct 1991,122,16,0,0,138,
Nov 1991,84,0,0,0,84,
Dec 1991,116,12,0,0,128,
Jan 1992,126,6,50,0,182,
Feb 1992,127,8,70,0,205,
Mar 1992,38,12,9,0,59,
Apr 1992,63,18,8,0,89,
May 1992,96,16,40,0,152,
Jun 1992,103,6,0,0,109,
Jul 1992,51,4,0,0,55,
Aug 1992,64,4,24,0,92,
Sep 1992,23,8,7,0,38,
Oct 1992,77,14,8,0,99,
Nov 1992,94,14,8,0,116,
Dec 1992,48,2,0,0,50,
Jan 1993,62,6,0,0,68,
Feb 1993,43,2,0,0,45,
Mar 1993,20,2,0,0,22,
Apr 1993,78,2,0,0,80,
May 1993,132,2,0,0,134,
Jun 1993,102,2,7,0,111,
Jul 1993,79,4,26,0,109,
Aug 1993,92,2,13,0,107,
Sep 1993,94,6,0,0,100,
Oct 1993,128,0,14,0,142,
Nov 1993,111,2,68,0,181,
Dec 1993,79,0,24,0,103,
Jan 1994,130,0,51,0,181,
Feb 1994,30,0,10,0,40,
Mar 1994,39,0,19,0,58,
Apr 1994,159,0,0,0,159,
May 1994,298,6,33,0,337,
Jun 1994,158,4,66,0,228,
Jul 1994,147,8,30,0,185,
Aug 1994,94,24,10,0,128,
Sep 1994,121,0,31,0,152,
Oct 1994,95,8,7,0,110,
Nov 1994,117,14,0,0,131,
Dec 1994,97,0,15,0,112,
Jan 1995,136,0,10,0,146,
Feb 1995,59,0,7,0,66,
Mar 1995,87,0,16,0,103,
Apr 1995,121,8,13,0,142,
May 1995,119,2,35,0,156,
Jun 1995,77,6,18,0,101,
Jul 1995,58,0,20,0,78,
Aug 1995,68,2,17,0,87,
Sep 1995,65,0,30,0,95,
Oct 1995,100,0,36,0,136,
Nov 1995,69,0,11,0,80,
Dec 1995,76,6,19,0,101,
Jan 1996,48,0,8,0,56,
Feb 1996,36,4,0,0,40,
Mar 1996,24,0,6,0,30,
Apr 1996,95,2,19,0,116,
