Edmonton — Starts (SAAR)  
January 1990 to March 2024
1990 January,"5,535",
1990 February,"7,407",
1990 March,"10,809",
1990 April,"9,134",
1990 May,"9,892",
1990 June,"5,604",
1990 July,"5,698",
1990 August,"3,917",
1990 September,"4,545",
1990 October,"3,422",
1990 November,"3,103",
1990 December,"2,783",
1991 January,"3,176",
1991 February,"3,164",
1991 March,"2,278",
1991 April,"2,857",
1991 May,"4,135",
1991 June,"3,715",
1991 July,"4,394",
1991 August,"5,453",
1991 September,"4,830",
1991 October,"6,810",
1991 November,"5,446",
1991 December,"4,596",
1992 January,"5,454",
1992 February,"5,194",
1992 March,"4,560",
1992 April,"4,418",
1992 May,"7,299",
1992 June,"6,694",
1992 July,"7,840",
1992 August,"7,821",
1992 September,"4,903",
1992 October,"9,215",
1992 November,"8,608",
1992 December,"8,960",
1993 January,"5,382",
1993 February,"8,508",
1993 March,"6,247",
1993 April,"9,491",
1993 May,"5,099",
1993 June,"8,445",
1993 July,"7,003",
1993 August,"8,353",
1993 September,"7,692",
1993 October,"5,172",
1993 November,"4,950",
1993 December,"5,259",
1994 January,"5,910",
1994 February,"6,709",
1994 March,"4,016",
1994 April,"4,986",
1994 May,"4,656",
1994 June,"8,184",
1994 July,"5,158",
1994 August,"4,966",
1994 September,"4,210",
1994 October,"3,343",
1994 November,"3,452",
1994 December,"4,661",
1995 January,"3,628",
1995 February,"6,064",
1995 March,"2,353",
1995 April,"3,265",
1995 May,"2,302",
1995 June,"2,688",
1995 July,"2,419",
1995 August,"3,046",
1995 September,"2,638",
1995 October,"3,924",
1995 November,"2,483",
1995 December,"2,361",
1996 January,"2,407",
1996 February,"2,644",
1996 March,"3,010",
1996 April,"2,674",
1996 May,"4,208",
1996 June,"3,621",
1996 July,"3,571",
1996 August,"4,872",
1996 September,"3,667",
1996 October,"4,040",
1996 November,"4,849",
1996 December,"3,222",
1997 January,"4,102",
1997 February,"4,436",
1997 March,"4,629",
1997 April,"4,904",
1997 May,"4,691",
1997 June,"6,020",
1997 July,"4,465",
1997 August,"4,655",
1997 September,"5,447",
1997 October,"7,017",
1997 November,"5,380",
1997 December,"3,988",
1998 January,"7,256",
1998 February,"4,239",
1998 March,"4,961",
1998 April,"5,748",
1998 May,"7,431",
1998 June,"5,021",
1998 July,"7,614",
1998 August,"4,642",
1998 September,"6,472",
1998 October,"5,217",
1998 November,"6,021",
1998 December,"7,222",
1999 January,"4,284",
1999 February,"8,585",
1999 March,"4,467",
1999 April,"4,472",
1999 May,"4,516",
1999 June,"8,370",
1999 July,"7,551",
1999 August,"10,150",
1999 September,"5,325",
1999 October,"7,996",
1999 November,"7,692",
1999 December,"6,256",
2000 January,"4,779",
2000 February,"5,149",
2000 March,"4,671",
2000 April,"4,844",
2000 May,"10,720",
2000 June,"7,797",
2000 July,"6,044",
2000 August,"6,006",
2000 September,"7,761",
2000 October,"4,733",
2000 November,"7,310",
2000 December,"4,972",
2001 January,"8,468",
2001 February,"4,716",
2001 March,"4,835",
2001 April,"9,078",
2001 May,"7,472",
2001 June,"7,030",
2001 July,"6,781",
2001 August,"8,591",
2001 September,"8,996",
2001 October,"8,028",
2001 November,"9,939",
2001 December,"9,732",
2002 January,"8,943",
2002 February,"8,154",
2002 March,"18,094",
2002 April,"10,387",
2002 May,"15,125",
2002 June,"14,234",
2002 July,"8,727",
2002 August,"10,368",
2002 September,"11,716",
2002 October,"16,110",
2002 November,"15,067",
2002 December,"14,074",
2003 January,"9,837",
2003 February,"8,834",
2003 March,"11,273",
2003 April,"11,639",
2003 May,"11,899",
2003 June,"13,765",
2003 July,"15,143",
2003 August,"18,230",
2003 September,"13,841",
2003 October,"13,805",
2003 November,"11,823",
2003 December,"9,127",
2004 January,"10,976",
2004 February,"11,010",
2004 March,"8,164",
2004 April,"10,216",
2004 May,"8,959",
2004 June,"11,674",
2004 July,"8,974",
2004 August,"10,836",
2004 September,"14,503",
2004 October,"13,280",
2004 November,"18,145",
2004 December,"11,359",
2005 January,"8,581",
