Greater Sudbury / Grand Sudbury — Starts (SAAR)  
January 1990 to March 2024
1990 January,"1,584",
1990 February,"1,030",
1990 March,"1,048",
1990 April,"4,377",
1990 May,"1,319",
1990 June,845,
1990 July,"2,092",
1990 August,"1,876",
1990 September,"1,249",
1990 October,"1,213",
1990 November,"1,298",
1990 December,858,
1991 January,134,
1991 February,358,
1991 March,268,
1991 April,704,
1991 May,"2,931",
1991 June,"3,073",
1991 July,"3,472",
1991 August,"3,110",
1991 September,928,
1991 October,"2,120",
1991 November,"2,251",
1991 December,907,
1992 January,903,
1992 February,428,
1992 March,"1,008",
1992 April,"1,876",
1992 May,"2,349",
1992 June,"2,899",
1992 July,335,
1992 August,638,
1992 September,"2,146",
1992 October,850,
1992 November,"1,577",
1992 December,980,
1993 January,786,
1993 February,599,
1993 March,875,
1993 April,198,
1993 May,"1,369",
1993 June,770,
1993 July,845,
1993 August,845,
1993 September,499,
1993 October,904,
1993 November,524,
1993 December,428,
1994 January,"1,202",
1994 February,669,
1994 March,744,
1994 April,732,
1994 May,"1,046",
1994 June,570,
1994 July,617,
1994 August,655,
1994 September,927,
1994 October,462,
1994 November,389,
1994 December,715,
1995 January,265,
1995 February,"1,037",
1995 March,347,
1995 April,542,
1995 May,424,
1995 June,166,
1995 July,341,
1995 August,256,
1995 September,235,
1995 October,313,
1995 November,373,
1995 December,283,
1996 January,359,
1996 February,219,
1996 March,7,
1996 April,295,
1996 May,539,
1996 June,118,
1996 July,410,
1996 August,358,
1996 September,390,
1996 October,358,
1996 November,384,
1996 December,467,
1997 January,249,
1997 February,275,
1997 March,137,
1997 April,285,
1997 May,355,
1997 June,341,
1997 July,164,
1997 August,223,
1997 September,376,
1997 October,267,
1997 November,427,
1997 December,211,
1998 January,101,
1998 February,7,
1998 March,167,
1998 April,267,
1998 May,188,
1998 June,234,
1998 July,199,
1998 August,200,
1998 September,77,
1998 October,76,
1998 November,114,
1998 December,193,
1999 January,111,
1999 February,100,
1999 March,8,
1999 April,34,
1999 May,275,
1999 June,114,
1999 July,498,
1999 August,91,
1999 September,580,
1999 October,176,
1999 November,115,
1999 December,112,
2000 January,284,
2000 February,104,
2000 March,6,
2000 April,199,
2000 May,159,
2000 June,117,
2000 July,148,
2000 August,216,
2000 September,234,
2000 October,245,
2000 November,148,
2000 December,117,
2001 January,57,
2001 February,204,
2001 March,224,
2001 April,255,
2001 May,136,
2001 June,218,
2001 July,184,
2001 August,129,
2001 September,331,
2001 October,153,
2001 November,185,
