Guelph — Historical Starts by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,44,0,91,0,135,
Feb 1990,25,0,0,0,25,
Mar 1990,27,0,0,0,27,
Apr 1990,29,0,0,0,29,
May 1990,33,12,53,151,249,
Jun 1990,36,10,4,0,50,
Jul 1990,28,0,0,0,28,
Aug 1990,12,0,0,0,12,
Sep 1990,17,0,0,0,17,
Oct 1990,19,0,0,0,19,
Nov 1990,34,16,0,0,50,
Dec 1990,0,0,4,0,4,
Jan 1991,27,32,90,0,149,
Feb 1991,6,4,0,0,10,
Mar 1991,9,0,0,88,97,
Apr 1991,20,0,0,28,48,
May 1991,64,0,0,0,64,
Jun 1991,1,0,0,0,1,
Jul 1991,94,0,0,28,122,
Aug 1991,2,0,0,0,2,
Sep 1991,31,0,0,0,31,
Oct 1991,26,0,82,80,188,
Nov 1991,31,0,0,0,31,
Dec 1991,17,2,0,0,19,
Jan 1992,24,2,58,0,84,
Feb 1992,4,0,29,139,172,
Mar 1992,7,0,0,0,7,
Apr 1992,0,0,0,0,0,
May 1992,12,0,0,0,12,
Jun 1992,28,0,0,0,28,
Jul 1992,36,0,0,0,36,
Aug 1992,87,0,248,0,335,
Sep 1992,3,0,0,0,3,
Oct 1992,70,0,103,0,173,
Nov 1992,38,0,4,0,42,
Dec 1992,30,0,0,0,30,
Jan 1993,0,0,0,0,0,
Feb 1993,8,0,0,0,8,
Mar 1993,13,0,101,0,114,
Apr 1993,24,4,0,3,31,
May 1993,31,0,0,0,31,
Jun 1993,20,0,0,0,20,
Jul 1993,26,0,0,0,26,
Aug 1993,26,2,0,0,28,
Sep 1993,13,0,81,0,94,
Oct 1993,55,0,0,0,55,
Nov 1993,47,0,46,0,93,
Dec 1993,2,0,0,0,2,
Jan 1994,32,0,0,0,32,
Feb 1994,9,0,0,0,9,
Mar 1994,30,0,0,0,30,
Apr 1994,24,0,0,0,24,
May 1994,29,0,0,0,29,
Jun 1994,4,0,0,0,4,
Jul 1994,28,0,0,0,28,
Aug 1994,64,0,0,0,64,
Sep 1994,47,0,0,114,161,
Oct 1994,6,0,0,0,6,
Nov 1994,47,0,0,0,47,
Dec 1994,69,0,0,0,69,
Jan 1995,27,0,0,0,27,
Feb 1995,0,0,0,0,0,
Mar 1995,17,0,0,0,17,
Apr 1995,27,0,0,0,27,
May 1995,0,0,0,0,0,
Jun 1995,25,0,7,0,32,
Jul 1995,37,0,0,0,37,
Aug 1995,26,2,36,68,132,
Sep 1995,34,0,0,0,34,
Oct 1995,39,0,0,0,39,
Nov 1995,31,0,3,0,34,
Dec 1995,14,0,0,6,20,
Jan 1996,40,0,0,0,40,
Feb 1996,18,0,63,0,81,
Mar 1996,18,0,0,0,18,
Apr 1996,33,0,0,0,33,
May 1996,49,0,0,0,49,
Jun 1996,57,4,0,62,123,
Jul 1996,103,2,0,0,105,
Aug 1996,61,10,0,0,71,
Sep 1996,53,4,0,0,57,
Oct 1996,81,8,0,0,89,
Nov 1996,55,2,3,0,60,
Dec 1996,76,12,7,0,95,
Jan 1997,79,0,9,0,88,
Feb 1997,32,0,13,0,45,
Mar 1997,24,0,4,0,28,
Apr 1997,60,0,8,0,68,
May 1997,82,0,12,0,94,
Jun 1997,92,0,7,0,99,
Jul 1997,91,0,60,0,151,
Aug 1997,45,4,27,0,76,
Sep 1997,41,2,18,0,61,
Oct 1997,59,0,37,0,96,
Nov 1997,50,0,31,28,109,
Dec 1997,48,0,25,0,73,
Jan 1998,41,8,11,0,60,
Feb 1998,53,10,10,0,73,
Mar 1998,44,6,18,0,68,
Apr 1998,51,2,22,0,75,
May 1998,68,0,8,0,76,
Jun 1998,71,0,6,0,77,
Jul 1998,93,0,11,0,104,
Aug 1998,66,0,21,0,87,
Sep 1998,52,0,11,0,63,
Oct 1998,72,0,3,0,75,
Nov 1998,62,0,81,0,143,
Dec 1998,61,0,4,0,65,
Jan 1999,50,0,3,0,53,
Feb 1999,30,0,20,0,50,
Mar 1999,25,0,4,0,29,
Apr 1999,51,0,4,0,55,
May 1999,58,0,0,0,58,
Jun 1999,98,4,0,0,102,
Jul 1999,109,2,0,0,111,
Aug 1999,82,2,57,0,141,
Sep 1999,77,8,61,0,146,
Oct 1999,59,0,27,0,86,
Nov 1999,54,8,19,0,81,
Dec 1999,79,0,12,0,91,
Jan 2000,61,2,19,0,82,
Feb 2000,47,4,3,0,54,
Mar 2000,40,4,16,0,60,
Apr 2000,54,4,5,0,63,
May 2000,67,8,30,0,105,
Jun 2000,63,2,4,0,69,
Jul 2000,140,6,28,0,174,
Aug 2000,62,14,50,0,126,
Sep 2000,106,10,45,0,161,
Oct 2000,53,6,25,118,202,
Nov 2000,86,16,20,0,122,
Dec 2000,56,10,13,0,79,
Jan 2001,36,12,7,0,55,
Feb 2001,40,4,9,0,53,
Mar 2001,34,0,10,0,44,
Apr 2001,45,14,13,0,72,
May 2001,66,8,12,0,86,
Jun 2001,81,26,40,0,147,
Jul 2001,53,8,63,0,124,
