Regina — Starts (SAAR)  
January 1990 to March 2024
1990 January,535,
1990 February,449,
1990 March,591,
1990 April,452,
1990 May,"1,349",
1990 June,713,
1990 July,233,
1990 August,531,
1990 September,245,
1990 October,405,
1990 November,146,
1990 December,120,
1991 January,115,
1991 February,100,
1991 March,157,
1991 April,296,
1991 May,154,
1991 June,171,
1991 July,244,
1991 August,187,
1991 September,166,
1991 October,229,
1991 November,233,
1991 December,178,
1992 January,508,
1992 February,504,
1992 March,706,
1992 April,433,
1992 May,828,
1992 June,822,
1992 July,799,
1992 August,818,
1992 September,564,
1992 October,947,
1992 November,431,
1992 December,470,
1993 January,662,
1993 February,659,
1993 March,372,
1993 April,600,
1993 May,642,
1993 June,557,
1993 July,319,
1993 August,420,
1993 September,601,
1993 October,690,
1993 November,492,
1993 December,"1,034",
1994 January,196,
1994 February,290,
1994 March,521,
1994 April,487,
1994 May,430,
1994 June,373,
1994 July,468,
1994 August,355,
1994 September,526,
1994 October,424,
1994 November,859,
1994 December,452,
1995 January,314,
1995 February,389,
1995 March,272,
1995 April,350,
1995 May,567,
1995 June,287,
1995 July,409,
1995 August,441,
1995 September,446,
1995 October,336,
1995 November,281,
1995 December,410,
1996 January,309,
1996 February,298,
1996 March,301,
1996 April,267,
1996 May,412,
1996 June,425,
1996 July,530,
1996 August,"1,121",
1996 September,386,
1996 October,429,
1996 November,240,
1996 December,343,
1997 January,401,
1997 February,566,
1997 March,272,
1997 April,346,
1997 May,413,
1997 June,338,
1997 July,839,
1997 August,934,
1997 September,961,
1997 October,372,
1997 November,481,
1997 December,390,
1998 January,328,
1998 February,567,
1998 March,524,
1998 April,651,
1998 May,577,
1998 June,742,
1998 July,485,
1998 August,828,
1998 September,460,
1998 October,466,
1998 November,370,
1998 December,370,
1999 January,655,
1999 February,287,
1999 March,476,
1999 April,957,
1999 May,462,
1999 June,522,
1999 July,400,
1999 August,413,
1999 September,600,
1999 October,"1,084",
1999 November,424,
1999 December,572,
2000 January,884,
2000 February,412,
2000 March,823,
2000 April,633,
