Victoria — Starts (SAAR)  
January 1990 to March 2024
1990 January,"3,238",
1990 February,"5,264",
1990 March,"2,705",
1990 April,"6,998",
1990 May,"3,225",
1990 June,"2,389",
1990 July,"1,447",
1990 August,880,
1990 September,"1,444",
1990 October,"1,626",
1990 November,"1,446",
1990 December,"1,102",
1991 January,719,
1991 February,"2,334",
1991 March,"1,922",
1991 April,"1,534",
1991 May,"1,344",
1991 June,"1,895",
1991 July,"2,372",
1991 August,"3,646",
1991 September,"2,307",
1991 October,"1,684",
1991 November,"3,358",
1991 December,"2,146",
1992 January,"1,570",
1992 February,"1,778",
1992 March,"1,583",
1992 April,"2,372",
1992 May,"2,179",
1992 June,"3,978",
1992 July,"2,803",
1992 August,"2,533",
1992 September,"3,442",
1992 October,"2,249",
1992 November,"2,223",
1992 December,"2,502",
1993 January,"1,663",
1993 February,"1,750",
1993 March,"3,995",
1993 April,"2,543",
1993 May,"2,961",
1993 June,"1,759",
1993 July,"2,275",
1993 August,"2,594",
1993 September,"2,102",
1993 October,"2,897",
1993 November,"4,071",
1993 December,"2,990",
1994 January,"1,358",
1994 February,"4,545",
1994 March,"2,791",
1994 April,"2,500",
1994 May,"2,040",
1994 June,"1,963",
1994 July,"2,458",
1994 August,"1,912",
1994 September,"2,212",
1994 October,"2,775",
1994 November,"1,485",
1994 December,"1,549",
1995 January,"2,419",
1995 February,"3,375",
1995 March,859,
1995 April,745,
1995 May,"1,386",
1995 June,"1,000",
1995 July,"1,213",
1995 August,939,
1995 September,614,
1995 October,934,
1995 November,"1,080",
1995 December,"1,064",
1996 January,745,
1996 February,"1,644",
1996 March,"1,759",
1996 April,738,
1996 May,"1,396",
1996 June,753,
1996 July,684,
1996 August,"1,247",
1996 September,"1,605",
1996 October,708,
1996 November,925,
1996 December,"1,425",
1997 January,"1,426",
1997 February,"1,598",
1997 March,"1,039",
1997 April,799,
1997 May,"2,252",
1997 June,762,
1997 July,"1,145",
1997 August,801,
1997 September,"1,435",
