"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59920",2006-07-01,"2006","Below Affordability Standard",1220,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below Adequacy Standard",540,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below Suitability Standard",230,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below One or More Housing Standards",1770,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Above Standards",4480,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Total",6250,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Affordability Standard",1625,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Adequacy Standard",490,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Suitability Standard",215,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below One or More Housing Standards",2135,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Above Standards",4760,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Total",6895,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Affordability Standard",1430,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Adequacy Standard",420,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Suitability Standard",145,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below One or More Housing Standards",1845,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Above Standards",5325,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Total",7170,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Affordability Standard",1380,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Adequacy Standard",385,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Suitability Standard",185,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below One or More Housing Standards",1820,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Above Standards",6085,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Total",7905,"Core Housing Need","Housing Standards"
