"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59975",2006-07-01,"2006","Below Affordability Standard",990,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below Adequacy Standard",470,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below Suitability Standard",200,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below One or More Housing Standards",1445,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Above Standards",3070,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Total",4515,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Affordability Standard",940,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Adequacy Standard",460,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Suitability Standard",305,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below One or More Housing Standards",1525,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Above Standards",3060,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Total",4580,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Affordability Standard",995,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Adequacy Standard",460,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Suitability Standard",275,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below One or More Housing Standards",1575,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Above Standards",3320,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Total",4895,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Affordability Standard",1140,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Adequacy Standard",625,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Suitability Standard",255,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below One or More Housing Standards",1870,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Above Standards",5295,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Total",7165,"Core Housing Need","Housing Standards"
