"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"48831",2016-07-01,"2016","Below Affordability Standard",520,"Core Housing Need","Housing Standards"
"48831",2016-07-01,"2016","Below Adequacy Standard",65,"Core Housing Need","Housing Standards"
"48831",2016-07-01,"2016","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"48831",2016-07-01,"2016","Below One or More Housing Standards",540,"Core Housing Need","Housing Standards"
"48831",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48831",2016-07-01,"2016","Total",540,"Core Housing Need","Housing Standards"
"48831",2021-07-01,"2021","Below Affordability Standard",475,"Core Housing Need","Housing Standards"
"48831",2021-07-01,"2021","Below Adequacy Standard",50,"Core Housing Need","Housing Standards"
"48831",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"48831",2021-07-01,"2021","Below One or More Housing Standards",505,"Core Housing Need","Housing Standards"
"48831",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48831",2021-07-01,"2021","Total",505,"Core Housing Need","Housing Standards"
