"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"10011",2006-07-01,"2006","Below Affordability Standard",49.6,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Below Adequacy Standard",47.6,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Below Suitability Standard",21.1,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Below One or More Housing Standards",42.2,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"10011",2006-07-01,"2006","Total",10.1,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below Affordability Standard",53.3,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below Adequacy Standard",28.6,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below Suitability Standard",31.7,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Below One or More Housing Standards",45.2,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"10011",2011-07-01,"2011","Total",9.5,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below Affordability Standard",44.7,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below Adequacy Standard",28.8,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Below One or More Housing Standards",37.2,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"10011",2016-07-01,"2016","Total",8.4,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below Affordability Standard",36.2,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below Adequacy Standard",17.9,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Below One or More Housing Standards",28.8,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"10011",2021-07-01,"2021","Total",6.2,"Core Housing Need","Housing Standards"
