"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59905",2006-07-01,"2006","Below Affordability Standard",1805,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Below Adequacy Standard",755,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Below Suitability Standard",455,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Below One or More Housing Standards",2780,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Above Standards",6790,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Total",9570,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below Affordability Standard",1850,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below Adequacy Standard",810,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below Suitability Standard",245,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below One or More Housing Standards",2615,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Above Standards",7140,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Total",9755,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below Affordability Standard",1810,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below Adequacy Standard",610,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below Suitability Standard",245,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below One or More Housing Standards",2460,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Above Standards",8180,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Total",10645,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below Affordability Standard",1485,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below Adequacy Standard",710,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below Suitability Standard",280,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below One or More Housing Standards",2295,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Above Standards",8895,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Total",11190,"Core Housing Need","Housing Standards"
