"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"48826",2016-07-01,"2016","Below Affordability Standard",40.6,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Below Adequacy Standard",4.9,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Below Suitability Standard",13.6,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Below One or More Housing Standards",32,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48826",2016-07-01,"2016","Total",7.8,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below Affordability Standard",30.4,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below Adequacy Standard",17.1,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below Suitability Standard",12.1,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Below One or More Housing Standards",25.5,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48826",2021-07-01,"2021","Total",6.3,"Core Housing Need","Housing Standards"
