"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35528",2006-07-01,"2006","Below Affordability Standard",1255,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Below Adequacy Standard",435,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Below Suitability Standard",260,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Below One or More Housing Standards",1730,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Above Standards",4305,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Total",6035,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below Affordability Standard",1200,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below Adequacy Standard",490,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below Suitability Standard",255,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below One or More Housing Standards",1675,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Above Standards",4520,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Total",6200,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below Affordability Standard",1535,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below Adequacy Standard",505,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below Suitability Standard",215,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below One or More Housing Standards",2025,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Above Standards",4790,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Total",6815,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below Affordability Standard",1380,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below Adequacy Standard",430,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below Suitability Standard",285,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below One or More Housing Standards",1920,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Above Standards",5170,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Total",7085,"Core Housing Need","Housing Standards"
