"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59943",2006-07-01,"2006","Below Affordability Standard",4220,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Below Adequacy Standard",1240,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Below Suitability Standard",665,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Below One or More Housing Standards",5510,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Above Standards",14875,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Total",20380,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below Affordability Standard",5005,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below Adequacy Standard",1280,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below Suitability Standard",645,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below One or More Housing Standards",6250,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Above Standards",16990,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Total",23245,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below Affordability Standard",4885,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below Adequacy Standard",1225,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below Suitability Standard",465,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below One or More Housing Standards",6055,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Above Standards",17470,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Total",23525,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below Affordability Standard",5240,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below Adequacy Standard",1500,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below Suitability Standard",720,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below One or More Housing Standards",6915,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Above Standards",20565,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Total",27480,"Core Housing Need","Housing Standards"
