"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24465",2006-07-01,"2006","Below Affordability Standard",2090,"Core Housing Need","Housing Standards"
"24465",2006-07-01,"2006","Below Adequacy Standard",395,"Core Housing Need","Housing Standards"
"24465",2006-07-01,"2006","Below Suitability Standard",115,"Core Housing Need","Housing Standards"
"24465",2006-07-01,"2006","Below One or More Housing Standards",2180,"Core Housing Need","Housing Standards"
"24465",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24465",2006-07-01,"2006","Total",2180,"Core Housing Need","Housing Standards"
"24465",2011-07-01,"2011","Below Affordability Standard",2110,"Core Housing Need","Housing Standards"
"24465",2011-07-01,"2011","Below Adequacy Standard",315,"Core Housing Need","Housing Standards"
"24465",2011-07-01,"2011","Below Suitability Standard",130,"Core Housing Need","Housing Standards"
"24465",2011-07-01,"2011","Below One or More Housing Standards",2235,"Core Housing Need","Housing Standards"
"24465",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24465",2011-07-01,"2011","Total",2235,"Core Housing Need","Housing Standards"
"24465",2016-07-01,"2016","Below Affordability Standard",1915,"Core Housing Need","Housing Standards"
"24465",2016-07-01,"2016","Below Adequacy Standard",285,"Core Housing Need","Housing Standards"
"24465",2016-07-01,"2016","Below Suitability Standard",115,"Core Housing Need","Housing Standards"
"24465",2016-07-01,"2016","Below One or More Housing Standards",1995,"Core Housing Need","Housing Standards"
"24465",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24465",2016-07-01,"2016","Total",1995,"Core Housing Need","Housing Standards"
"24465",2021-07-01,"2021","Below Affordability Standard",890,"Core Housing Need","Housing Standards"
"24465",2021-07-01,"2021","Below Adequacy Standard",95,"Core Housing Need","Housing Standards"
"24465",2021-07-01,"2021","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"24465",2021-07-01,"2021","Below One or More Housing Standards",905,"Core Housing Need","Housing Standards"
"24465",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24465",2021-07-01,"2021","Total",905,"Core Housing Need","Housing Standards"
