"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35553",2006-07-01,"2006","Below Affordability Standard",1220,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Below Adequacy Standard",150,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Below Suitability Standard",40,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Below One or More Housing Standards",1255,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Total",1260,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below Affordability Standard",1050,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below Adequacy Standard",145,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below Suitability Standard",125,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below One or More Housing Standards",1160,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Total",1160,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below Affordability Standard",1345,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below Adequacy Standard",190,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below Suitability Standard",50,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below One or More Housing Standards",1405,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Total",1405,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below Affordability Standard",980,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below Adequacy Standard",135,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below One or More Housing Standards",1055,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Total",1055,"Core Housing Need","Housing Standards"
