"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"13329",2006-07-01,"2006","Below Affordability Standard",1440,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Below Adequacy Standard",950,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Below Suitability Standard",275,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Below One or More Housing Standards",2425,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Above Standards",6875,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Total",9295,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below Affordability Standard",1575,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below Adequacy Standard",1120,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below Suitability Standard",345,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below One or More Housing Standards",2720,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Above Standards",8425,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Total",11145,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below Affordability Standard",1545,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below Adequacy Standard",1020,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below Suitability Standard",195,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below One or More Housing Standards",2490,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Above Standards",8815,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Total",11305,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below Affordability Standard",1255,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below Adequacy Standard",925,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below Suitability Standard",230,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below One or More Housing Standards",2260,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Above Standards",9415,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Total",11675,"Core Housing Need","Housing Standards"
