"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35571",2006-07-01,"2006","Below Affordability Standard",3355,"Core Housing Need","Housing Standards"
"35571",2006-07-01,"2006","Below Adequacy Standard",1125,"Core Housing Need","Housing Standards"
"35571",2006-07-01,"2006","Below Suitability Standard",585,"Core Housing Need","Housing Standards"
"35571",2006-07-01,"2006","Below One or More Housing Standards",4460,"Core Housing Need","Housing Standards"
"35571",2006-07-01,"2006","Above Standards",9260,"Core Housing Need","Housing Standards"
"35571",2006-07-01,"2006","Total",13720,"Core Housing Need","Housing Standards"
"35571",2011-07-01,"2011","Below Affordability Standard",3480,"Core Housing Need","Housing Standards"
"35571",2011-07-01,"2011","Below Adequacy Standard",1085,"Core Housing Need","Housing Standards"
"35571",2011-07-01,"2011","Below Suitability Standard",495,"Core Housing Need","Housing Standards"
"35571",2011-07-01,"2011","Below One or More Housing Standards",4410,"Core Housing Need","Housing Standards"
"35571",2011-07-01,"2011","Above Standards",9755,"Core Housing Need","Housing Standards"
"35571",2011-07-01,"2011","Total",14170,"Core Housing Need","Housing Standards"
"35571",2016-07-01,"2016","Below Affordability Standard",3825,"Core Housing Need","Housing Standards"
"35571",2016-07-01,"2016","Below Adequacy Standard",1070,"Core Housing Need","Housing Standards"
"35571",2016-07-01,"2016","Below Suitability Standard",425,"Core Housing Need","Housing Standards"
"35571",2016-07-01,"2016","Below One or More Housing Standards",4800,"Core Housing Need","Housing Standards"
"35571",2016-07-01,"2016","Above Standards",9960,"Core Housing Need","Housing Standards"
"35571",2016-07-01,"2016","Total",14760,"Core Housing Need","Housing Standards"
"35571",2021-07-01,"2021","Below Affordability Standard",2450,"Core Housing Need","Housing Standards"
"35571",2021-07-01,"2021","Below Adequacy Standard",880,"Core Housing Need","Housing Standards"
"35571",2021-07-01,"2021","Below Suitability Standard",305,"Core Housing Need","Housing Standards"
"35571",2021-07-01,"2021","Below One or More Housing Standards",3335,"Core Housing Need","Housing Standards"
"35571",2021-07-01,"2021","Above Standards",8255,"Core Housing Need","Housing Standards"
"35571",2021-07-01,"2021","Total",11595,"Core Housing Need","Housing Standards"
