"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35530",2006-07-01,"2006","Below Affordability Standard",55.2,"Core Housing Need","Housing Standards"
"35530",2006-07-01,"2006","Below Adequacy Standard",23.9,"Core Housing Need","Housing Standards"
"35530",2006-07-01,"2006","Below Suitability Standard",24.6,"Core Housing Need","Housing Standards"
"35530",2006-07-01,"2006","Below One or More Housing Standards",44.3,"Core Housing Need","Housing Standards"
"35530",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35530",2006-07-01,"2006","Total",13,"Core Housing Need","Housing Standards"
"35530",2011-07-01,"2011","Below Affordability Standard",52,"Core Housing Need","Housing Standards"
"35530",2011-07-01,"2011","Below Adequacy Standard",17.5,"Core Housing Need","Housing Standards"
"35530",2011-07-01,"2011","Below Suitability Standard",25.7,"Core Housing Need","Housing Standards"
"35530",2011-07-01,"2011","Below One or More Housing Standards",41.3,"Core Housing Need","Housing Standards"
"35530",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35530",2011-07-01,"2011","Total",12.1,"Core Housing Need","Housing Standards"
"35530",2016-07-01,"2016","Below Affordability Standard",58.1,"Core Housing Need","Housing Standards"
"35530",2016-07-01,"2016","Below Adequacy Standard",30.6,"Core Housing Need","Housing Standards"
"35530",2016-07-01,"2016","Below Suitability Standard",27.2,"Core Housing Need","Housing Standards"
"35530",2016-07-01,"2016","Below One or More Housing Standards",47.9,"Core Housing Need","Housing Standards"
"35530",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35530",2016-07-01,"2016","Total",13.3,"Core Housing Need","Housing Standards"
"35530",2021-07-01,"2021","Below Affordability Standard",52.8,"Core Housing Need","Housing Standards"
"35530",2021-07-01,"2021","Below Adequacy Standard",24.5,"Core Housing Need","Housing Standards"
"35530",2021-07-01,"2021","Below Suitability Standard",17,"Core Housing Need","Housing Standards"
"35530",2021-07-01,"2021","Below One or More Housing Standards",41.4,"Core Housing Need","Housing Standards"
"35530",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35530",2021-07-01,"2021","Total",10.4,"Core Housing Need","Housing Standards"
