"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"48830",2006-07-01,"2006","Below Affordability Standard",44.5,"Core Housing Need","Housing Standards"
"48830",2006-07-01,"2006","Below Adequacy Standard",18.5,"Core Housing Need","Housing Standards"
"48830",2006-07-01,"2006","Below Suitability Standard",17.7,"Core Housing Need","Housing Standards"
"48830",2006-07-01,"2006","Below One or More Housing Standards",33.3,"Core Housing Need","Housing Standards"
"48830",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48830",2006-07-01,"2006","Total",9,"Core Housing Need","Housing Standards"
"48830",2011-07-01,"2011","Below Affordability Standard",43.8,"Core Housing Need","Housing Standards"
"48830",2011-07-01,"2011","Below Adequacy Standard",20.4,"Core Housing Need","Housing Standards"
"48830",2011-07-01,"2011","Below Suitability Standard",20.3,"Core Housing Need","Housing Standards"
"48830",2011-07-01,"2011","Below One or More Housing Standards",35.2,"Core Housing Need","Housing Standards"
"48830",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48830",2011-07-01,"2011","Total",10.5,"Core Housing Need","Housing Standards"
"48830",2016-07-01,"2016","Below Affordability Standard",57.1,"Core Housing Need","Housing Standards"
"48830",2016-07-01,"2016","Below Adequacy Standard",28,"Core Housing Need","Housing Standards"
"48830",2016-07-01,"2016","Below Suitability Standard",23.2,"Core Housing Need","Housing Standards"
"48830",2016-07-01,"2016","Below One or More Housing Standards",46.5,"Core Housing Need","Housing Standards"
"48830",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48830",2016-07-01,"2016","Total",12.1,"Core Housing Need","Housing Standards"
"48830",2021-07-01,"2021","Below Affordability Standard",43.7,"Core Housing Need","Housing Standards"
"48830",2021-07-01,"2021","Below Adequacy Standard",21.3,"Core Housing Need","Housing Standards"
"48830",2021-07-01,"2021","Below Suitability Standard",18.7,"Core Housing Need","Housing Standards"
"48830",2021-07-01,"2021","Below One or More Housing Standards",35.7,"Core Housing Need","Housing Standards"
"48830",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48830",2021-07-01,"2021","Total",9.4,"Core Housing Need","Housing Standards"
