"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"12205",2006-07-01,"2006","Below Affordability Standard",56.1,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Below Adequacy Standard",29.2,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Below Suitability Standard",32.7,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Below One or More Housing Standards",46.2,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2006-07-01,"2006","Total",13.6,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below Affordability Standard",55.6,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below Adequacy Standard",23.2,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below Suitability Standard",30.4,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Below One or More Housing Standards",44.4,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2011-07-01,"2011","Total",13,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below Affordability Standard",57.7,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below Adequacy Standard",32.8,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below Suitability Standard",31,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Below One or More Housing Standards",47.8,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2016-07-01,"2016","Total",13.7,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below Affordability Standard",55.1,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below Adequacy Standard",31,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below Suitability Standard",22.7,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Below One or More Housing Standards",43.8,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"12205",2021-07-01,"2021","Total",11.9,"Core Housing Need","Housing Standards"
