"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35532",2006-07-01,"2006","Below Affordability Standard",25500,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Below Adequacy Standard",5975,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Below Suitability Standard",5035,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Below One or More Housing Standards",32800,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Above Standards",82395,"Core Housing Need","Housing Standards"
"35532",2006-07-01,"2006","Total",115195,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below Affordability Standard",27095,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below Adequacy Standard",6385,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below Suitability Standard",6085,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Below One or More Housing Standards",35780,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Above Standards",88380,"Core Housing Need","Housing Standards"
"35532",2011-07-01,"2011","Total",124155,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below Affordability Standard",31000,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below Adequacy Standard",6960,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below Suitability Standard",5065,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Below One or More Housing Standards",38935,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Above Standards",96275,"Core Housing Need","Housing Standards"
"35532",2016-07-01,"2016","Total",135210,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below Affordability Standard",32260,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below Adequacy Standard",6660,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below Suitability Standard",7165,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Below One or More Housing Standards",42260,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Above Standards",103480,"Core Housing Need","Housing Standards"
"35532",2021-07-01,"2021","Total",145745,"Core Housing Need","Housing Standards"
