"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"48825",2006-07-01,"2006","Below Affordability Standard",40.2,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Below Adequacy Standard",20.8,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Below Suitability Standard",20.8,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Below One or More Housing Standards",32.3,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48825",2006-07-01,"2006","Total",9,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below Affordability Standard",44.4,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below Adequacy Standard",19.6,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below Suitability Standard",21.9,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Below One or More Housing Standards",35.2,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48825",2011-07-01,"2011","Total",10.1,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below Affordability Standard",54.5,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below Adequacy Standard",24.7,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below Suitability Standard",24.1,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Below One or More Housing Standards",43.7,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48825",2016-07-01,"2016","Total",11.3,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below Affordability Standard",44.4,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below Adequacy Standard",20.5,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below Suitability Standard",16.8,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Below One or More Housing Standards",35.3,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48825",2021-07-01,"2021","Total",9.8,"Core Housing Need","Housing Standards"
