"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48828",2006-07-01,"2006","Below Affordability Standard",1190,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Below Adequacy Standard",180,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Below Suitability Standard",185,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Below One or More Housing Standards",1430,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Above Standards",3145,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Total",4570,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below Affordability Standard",1075,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below Adequacy Standard",185,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below Suitability Standard",150,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below One or More Housing Standards",1350,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Above Standards",3545,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Total",4895,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below Affordability Standard",1125,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below Adequacy Standard",220,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below Suitability Standard",170,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below One or More Housing Standards",1425,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Above Standards",4150,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Total",5580,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below Affordability Standard",1545,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below Adequacy Standard",345,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below Suitability Standard",225,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below One or More Housing Standards",1950,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Above Standards",4685,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Total",6635,"Core Housing Need","Housing Standards"
