"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35566",2006-07-01,"2006","Below Affordability Standard",56.3,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below Adequacy Standard",22.4,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below Suitability Standard",20.8,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below One or More Housing Standards",44.7,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Total",13.7,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Affordability Standard",47.6,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Adequacy Standard",20.3,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Suitability Standard",25.3,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below One or More Housing Standards",37.8,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Total",10.8,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Affordability Standard",55.6,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Adequacy Standard",27.9,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Suitability Standard",26.3,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below One or More Housing Standards",46,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Total",13.9,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Affordability Standard",44.1,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Adequacy Standard",18.9,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Suitability Standard",16,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below One or More Housing Standards",35.1,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Total",9.1,"Core Housing Need","Housing Standards"
