"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35512",2006-07-01,"2006","Below Affordability Standard",54.1,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Below Adequacy Standard",25.9,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Below Suitability Standard",23.2,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Below One or More Housing Standards",41.1,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35512",2006-07-01,"2006","Total",11.2,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below Affordability Standard",50.7,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below Adequacy Standard",28,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below Suitability Standard",27.3,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Below One or More Housing Standards",40.1,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35512",2011-07-01,"2011","Total",11.3,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below Affordability Standard",53.1,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below Adequacy Standard",30.5,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below Suitability Standard",31.8,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Below One or More Housing Standards",44.4,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35512",2016-07-01,"2016","Total",13.4,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below Affordability Standard",52.3,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below Adequacy Standard",19.4,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below Suitability Standard",11.6,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Below One or More Housing Standards",38.8,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35512",2021-07-01,"2021","Total",10.1,"Core Housing Need","Housing Standards"
