"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59913",2006-07-01,"2006","Below Affordability Standard",43.4,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Below Adequacy Standard",31.3,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Below Suitability Standard",18.3,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Below One or More Housing Standards",36.2,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Total",11.2,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below Affordability Standard",53.8,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below Adequacy Standard",40.7,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below Suitability Standard",36.8,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below One or More Housing Standards",46.9,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Total",15.4,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below Affordability Standard",57.1,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below Adequacy Standard",29.3,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below Suitability Standard",38,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below One or More Housing Standards",48.9,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Total",14.9,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below Affordability Standard",47.8,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below Adequacy Standard",25.5,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below Suitability Standard",31.4,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below One or More Housing Standards",40.8,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Total",11.7,"Core Housing Need","Housing Standards"
