"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59939",2006-07-01,"2006","Below Affordability Standard",2320,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Below Adequacy Standard",535,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Below Suitability Standard",280,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Below One or More Housing Standards",2865,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Above Standards",8960,"Core Housing Need","Housing Standards"
"59939",2006-07-01,"2006","Total",11830,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below Affordability Standard",2390,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below Adequacy Standard",475,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below Suitability Standard",260,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Below One or More Housing Standards",2895,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Above Standards",9545,"Core Housing Need","Housing Standards"
"59939",2011-07-01,"2011","Total",12440,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below Affordability Standard",2375,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below Adequacy Standard",500,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below Suitability Standard",235,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Below One or More Housing Standards",2890,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Above Standards",10450,"Core Housing Need","Housing Standards"
"59939",2016-07-01,"2016","Total",13345,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below Affordability Standard",2605,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below Adequacy Standard",460,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below Suitability Standard",240,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Below One or More Housing Standards",3150,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Above Standards",11355,"Core Housing Need","Housing Standards"
"59939",2021-07-01,"2021","Total",14500,"Core Housing Need","Housing Standards"
