"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35567",2006-07-01,"2006","Below Affordability Standard",2100,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Below Adequacy Standard",595,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Below Suitability Standard",210,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Below One or More Housing Standards",2595,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Above Standards",4440,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Total",7040,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below Affordability Standard",2275,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below Adequacy Standard",415,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below Suitability Standard",255,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below One or More Housing Standards",2675,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Above Standards",5335,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Total",8015,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below Affordability Standard",2685,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below Adequacy Standard",515,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below Suitability Standard",240,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below One or More Housing Standards",3140,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Above Standards",6050,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Total",9195,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below Affordability Standard",2630,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below Adequacy Standard",555,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below Suitability Standard",300,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below One or More Housing Standards",3225,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Above Standards",7600,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Total",10825,"Core Housing Need","Housing Standards"
