"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"13330",2006-07-01,"2006","Below Affordability Standard",775,"Core Housing Need","Housing Standards"
"13330",2006-07-01,"2006","Below Adequacy Standard",175,"Core Housing Need","Housing Standards"
"13330",2006-07-01,"2006","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"13330",2006-07-01,"2006","Below One or More Housing Standards",850,"Core Housing Need","Housing Standards"
"13330",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"13330",2006-07-01,"2006","Total",855,"Core Housing Need","Housing Standards"
"13330",2011-07-01,"2011","Below Affordability Standard",830,"Core Housing Need","Housing Standards"
"13330",2011-07-01,"2011","Below Adequacy Standard",185,"Core Housing Need","Housing Standards"
"13330",2011-07-01,"2011","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"13330",2011-07-01,"2011","Below One or More Housing Standards",895,"Core Housing Need","Housing Standards"
"13330",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"13330",2011-07-01,"2011","Total",895,"Core Housing Need","Housing Standards"
"13330",2016-07-01,"2016","Below Affordability Standard",660,"Core Housing Need","Housing Standards"
"13330",2016-07-01,"2016","Below Adequacy Standard",135,"Core Housing Need","Housing Standards"
"13330",2016-07-01,"2016","Below Suitability Standard",10,"Core Housing Need","Housing Standards"
"13330",2016-07-01,"2016","Below One or More Housing Standards",715,"Core Housing Need","Housing Standards"
"13330",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"13330",2016-07-01,"2016","Total",715,"Core Housing Need","Housing Standards"
"13330",2021-07-01,"2021","Below Affordability Standard",270,"Core Housing Need","Housing Standards"
"13330",2021-07-01,"2021","Below Adequacy Standard",30,"Core Housing Need","Housing Standards"
"13330",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"13330",2021-07-01,"2021","Below One or More Housing Standards",285,"Core Housing Need","Housing Standards"
"13330",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"13330",2021-07-01,"2021","Total",285,"Core Housing Need","Housing Standards"
