"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35565",2006-07-01,"2006","Below Affordability Standard",1315,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Below Adequacy Standard",250,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Below Suitability Standard",250,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Below One or More Housing Standards",1630,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Above Standards",4395,"Core Housing Need","Housing Standards"
"35565",2006-07-01,"2006","Total",6025,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below Affordability Standard",1615,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below Adequacy Standard",275,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below Suitability Standard",165,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Below One or More Housing Standards",1870,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Above Standards",5410,"Core Housing Need","Housing Standards"
"35565",2011-07-01,"2011","Total",7280,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below Affordability Standard",1795,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below Adequacy Standard",310,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below Suitability Standard",210,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Below One or More Housing Standards",2130,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Above Standards",6610,"Core Housing Need","Housing Standards"
"35565",2016-07-01,"2016","Total",8745,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below Affordability Standard",1965,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below Adequacy Standard",400,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below Suitability Standard",285,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Below One or More Housing Standards",2460,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Above Standards",8130,"Core Housing Need","Housing Standards"
"35565",2021-07-01,"2021","Total",10590,"Core Housing Need","Housing Standards"
