"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"60990",2006-07-01,"2006","Below Affordability Standard",71.7,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Below Adequacy Standard",35.3,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Below Suitability Standard",39.6,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Below One or More Housing Standards",50.9,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Total",14.9,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below Affordability Standard",48.2,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below Adequacy Standard",19.6,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below Suitability Standard",20.6,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below One or More Housing Standards",31.8,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Total",9.9,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below Affordability Standard",62.7,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below Adequacy Standard",25.4,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below Suitability Standard",24.2,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below One or More Housing Standards",45,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Total",12.7,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below Affordability Standard",56.6,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below Adequacy Standard",23.1,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below Suitability Standard",12.4,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below One or More Housing Standards",37.2,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Total",10.6,"Core Housing Need","Housing Standards"
