"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59955",2006-07-01,"2006","Below Affordability Standard",1030,"Core Housing Need","Housing Standards"
"59955",2006-07-01,"2006","Below Adequacy Standard",555,"Core Housing Need","Housing Standards"
"59955",2006-07-01,"2006","Below Suitability Standard",395,"Core Housing Need","Housing Standards"
"59955",2006-07-01,"2006","Below One or More Housing Standards",1750,"Core Housing Need","Housing Standards"
"59955",2006-07-01,"2006","Above Standards",3365,"Core Housing Need","Housing Standards"
"59955",2006-07-01,"2006","Total",5110,"Core Housing Need","Housing Standards"
"59955",2011-07-01,"2011","Below Affordability Standard",1020,"Core Housing Need","Housing Standards"
"59955",2011-07-01,"2011","Below Adequacy Standard",700,"Core Housing Need","Housing Standards"
"59955",2011-07-01,"2011","Below Suitability Standard",280,"Core Housing Need","Housing Standards"
"59955",2011-07-01,"2011","Below One or More Housing Standards",1755,"Core Housing Need","Housing Standards"
"59955",2011-07-01,"2011","Above Standards",3180,"Core Housing Need","Housing Standards"
"59955",2011-07-01,"2011","Total",4940,"Core Housing Need","Housing Standards"
"59955",2016-07-01,"2016","Below Affordability Standard",920,"Core Housing Need","Housing Standards"
"59955",2016-07-01,"2016","Below Adequacy Standard",710,"Core Housing Need","Housing Standards"
"59955",2016-07-01,"2016","Below Suitability Standard",295,"Core Housing Need","Housing Standards"
"59955",2016-07-01,"2016","Below One or More Housing Standards",1640,"Core Housing Need","Housing Standards"
"59955",2016-07-01,"2016","Above Standards",3365,"Core Housing Need","Housing Standards"
"59955",2016-07-01,"2016","Total",5000,"Core Housing Need","Housing Standards"
"59955",2021-07-01,"2021","Below Affordability Standard",710,"Core Housing Need","Housing Standards"
"59955",2021-07-01,"2021","Below Adequacy Standard",720,"Core Housing Need","Housing Standards"
"59955",2021-07-01,"2021","Below Suitability Standard",295,"Core Housing Need","Housing Standards"
"59955",2021-07-01,"2021","Below One or More Housing Standards",1540,"Core Housing Need","Housing Standards"
"59955",2021-07-01,"2021","Above Standards",3685,"Core Housing Need","Housing Standards"
"59955",2021-07-01,"2021","Total",5225,"Core Housing Need","Housing Standards"
