"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35529",2006-07-01,"2006","Below Affordability Standard",55.9,"Core Housing Need","Housing Standards"
"35529",2006-07-01,"2006","Below Adequacy Standard",28.3,"Core Housing Need","Housing Standards"
"35529",2006-07-01,"2006","Below Suitability Standard",29.7,"Core Housing Need","Housing Standards"
"35529",2006-07-01,"2006","Below One or More Housing Standards",45.2,"Core Housing Need","Housing Standards"
"35529",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35529",2006-07-01,"2006","Total",14,"Core Housing Need","Housing Standards"
"35529",2011-07-01,"2011","Below Affordability Standard",53.9,"Core Housing Need","Housing Standards"
"35529",2011-07-01,"2011","Below Adequacy Standard",30.2,"Core Housing Need","Housing Standards"
"35529",2011-07-01,"2011","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"35529",2011-07-01,"2011","Below One or More Housing Standards",44.2,"Core Housing Need","Housing Standards"
"35529",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35529",2011-07-01,"2011","Total",13.2,"Core Housing Need","Housing Standards"
"35529",2016-07-01,"2016","Below Affordability Standard",56.9,"Core Housing Need","Housing Standards"
"35529",2016-07-01,"2016","Below Adequacy Standard",30.7,"Core Housing Need","Housing Standards"
"35529",2016-07-01,"2016","Below Suitability Standard",40.7,"Core Housing Need","Housing Standards"
"35529",2016-07-01,"2016","Below One or More Housing Standards",49.4,"Core Housing Need","Housing Standards"
"35529",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35529",2016-07-01,"2016","Total",15.1,"Core Housing Need","Housing Standards"
"35529",2021-07-01,"2021","Below Affordability Standard",51.9,"Core Housing Need","Housing Standards"
"35529",2021-07-01,"2021","Below Adequacy Standard",30,"Core Housing Need","Housing Standards"
"35529",2021-07-01,"2021","Below Suitability Standard",22.4,"Core Housing Need","Housing Standards"
"35529",2021-07-01,"2021","Below One or More Housing Standards",42.7,"Core Housing Need","Housing Standards"
"35529",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35529",2021-07-01,"2021","Total",11.6,"Core Housing Need","Housing Standards"
