"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24505",2006-07-01,"2006","Below Affordability Standard",19695,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Below Adequacy Standard",8055,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Below Suitability Standard",4740,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Below One or More Housing Standards",29120,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Above Standards",83385,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Total",112510,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below Affordability Standard",22070,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below Adequacy Standard",8630,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below Suitability Standard",5115,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below One or More Housing Standards",32535,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Above Standards",93200,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Total",125735,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below Affordability Standard",21015,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below Adequacy Standard",6795,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below Suitability Standard",3635,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below One or More Housing Standards",28975,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Above Standards",86195,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Total",115165,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below Affordability Standard",20415,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below Adequacy Standard",8775,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below Suitability Standard",5235,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below One or More Housing Standards",32125,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Above Standards",116200,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Total",148325,"Core Housing Need","Housing Standards"
