"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35566",2006-07-01,"2006","Below Affordability Standard",3065,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below Adequacy Standard",960,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below Suitability Standard",380,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Below One or More Housing Standards",3985,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Above Standards",8950,"Core Housing Need","Housing Standards"
"35566",2006-07-01,"2006","Total",12945,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Affordability Standard",2870,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Adequacy Standard",990,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below Suitability Standard",370,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Below One or More Housing Standards",3745,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Above Standards",9360,"Core Housing Need","Housing Standards"
"35566",2011-07-01,"2011","Total",13105,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Affordability Standard",3190,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Adequacy Standard",985,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below Suitability Standard",285,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Below One or More Housing Standards",4020,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Above Standards",9345,"Core Housing Need","Housing Standards"
"35566",2016-07-01,"2016","Total",13370,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Affordability Standard",2665,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Adequacy Standard",925,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below Suitability Standard",405,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Below One or More Housing Standards",3615,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Above Standards",10360,"Core Housing Need","Housing Standards"
"35566",2021-07-01,"2021","Total",13975,"Core Housing Need","Housing Standards"
