"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24485",2006-07-01,"2006","Below Affordability Standard",1630,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Below Adequacy Standard",175,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Below Suitability Standard",90,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Below One or More Housing Standards",1720,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Total",1720,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below Affordability Standard",1030,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below Adequacy Standard",290,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below Suitability Standard",75,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below One or More Housing Standards",1150,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Total",1145,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below Affordability Standard",905,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below Adequacy Standard",165,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below One or More Housing Standards",930,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Total",925,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below Affordability Standard",525,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below Adequacy Standard",85,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below One or More Housing Standards",565,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Total",565,"Core Housing Need","Housing Standards"
