"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"13305",2006-07-01,"2006","Below Affordability Standard",9550,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Below Adequacy Standard",3280,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Below Suitability Standard",1460,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Below One or More Housing Standards",13055,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Above Standards",36820,"Core Housing Need","Housing Standards"
"13305",2006-07-01,"2006","Total",49875,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below Affordability Standard",10435,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below Adequacy Standard",3615,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below Suitability Standard",1485,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Below One or More Housing Standards",14220,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Above Standards",41625,"Core Housing Need","Housing Standards"
"13305",2011-07-01,"2011","Total",55845,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below Affordability Standard",11075,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below Adequacy Standard",3350,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below Suitability Standard",1305,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Below One or More Housing Standards",14550,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Above Standards",45515,"Core Housing Need","Housing Standards"
"13305",2016-07-01,"2016","Total",60065,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below Affordability Standard",10245,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below Adequacy Standard",3750,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below Suitability Standard",2055,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Below One or More Housing Standards",14990,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Above Standards",50850,"Core Housing Need","Housing Standards"
"13305",2021-07-01,"2021","Total",65840,"Core Housing Need","Housing Standards"
