"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"47725",2006-07-01,"2006","Below Affordability Standard",41.1,"Core Housing Need","Housing Standards"
"47725",2006-07-01,"2006","Below Adequacy Standard",25.8,"Core Housing Need","Housing Standards"
"47725",2006-07-01,"2006","Below Suitability Standard",20.3,"Core Housing Need","Housing Standards"
"47725",2006-07-01,"2006","Below One or More Housing Standards",32.7,"Core Housing Need","Housing Standards"
"47725",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"47725",2006-07-01,"2006","Total",9.3,"Core Housing Need","Housing Standards"
"47725",2011-07-01,"2011","Below Affordability Standard",53.4,"Core Housing Need","Housing Standards"
"47725",2011-07-01,"2011","Below Adequacy Standard",31.5,"Core Housing Need","Housing Standards"
"47725",2011-07-01,"2011","Below Suitability Standard",25.7,"Core Housing Need","Housing Standards"
"47725",2011-07-01,"2011","Below One or More Housing Standards",42.7,"Core Housing Need","Housing Standards"
"47725",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"47725",2011-07-01,"2011","Total",12.4,"Core Housing Need","Housing Standards"
"47725",2016-07-01,"2016","Below Affordability Standard",52.7,"Core Housing Need","Housing Standards"
"47725",2016-07-01,"2016","Below Adequacy Standard",22.4,"Core Housing Need","Housing Standards"
"47725",2016-07-01,"2016","Below Suitability Standard",31.7,"Core Housing Need","Housing Standards"
"47725",2016-07-01,"2016","Below One or More Housing Standards",43,"Core Housing Need","Housing Standards"
"47725",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"47725",2016-07-01,"2016","Total",11.8,"Core Housing Need","Housing Standards"
"47725",2021-07-01,"2021","Below Affordability Standard",46.6,"Core Housing Need","Housing Standards"
"47725",2021-07-01,"2021","Below Adequacy Standard",19.2,"Core Housing Need","Housing Standards"
"47725",2021-07-01,"2021","Below Suitability Standard",22.9,"Core Housing Need","Housing Standards"
"47725",2021-07-01,"2021","Below One or More Housing Standards",37.3,"Core Housing Need","Housing Standards"
"47725",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"47725",2021-07-01,"2021","Total",9.9,"Core Housing Need","Housing Standards"
