"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"48821",2016-07-01,"2016","Below Affordability Standard",570,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Below Adequacy Standard",45,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Below One or More Housing Standards",585,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Total",585,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below Affordability Standard",470,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below Adequacy Standard",35,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below One or More Housing Standards",475,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Total",475,"Core Housing Need","Housing Standards"
