"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59943",2006-07-01,"2006","Below Affordability Standard",42.8,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Below Adequacy Standard",25.6,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Below Suitability Standard",22.2,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Below One or More Housing Standards",34.6,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59943",2006-07-01,"2006","Total",9.4,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below Affordability Standard",54.8,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below Adequacy Standard",28.7,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below Suitability Standard",31.6,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Below One or More Housing Standards",46.6,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59943",2011-07-01,"2011","Total",12.5,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below Affordability Standard",50.8,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below Adequacy Standard",28.6,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below Suitability Standard",25.8,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Below One or More Housing Standards",43.8,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59943",2016-07-01,"2016","Total",11.3,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below Affordability Standard",42.7,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below Adequacy Standard",25.7,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below Suitability Standard",21.5,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Below One or More Housing Standards",35.9,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59943",2021-07-01,"2021","Total",9,"Core Housing Need","Housing Standards"
