"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24408",2006-07-01,"2006","Below Affordability Standard",10145,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Below Adequacy Standard",4130,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Below Suitability Standard",1360,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Below One or More Housing Standards",14425,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Above Standards",47920,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Total",62345,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below Affordability Standard",10750,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below Adequacy Standard",3995,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below Suitability Standard",1430,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below One or More Housing Standards",15095,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Above Standards",51830,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Total",66925,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below Affordability Standard",11220,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below Adequacy Standard",3830,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below Suitability Standard",730,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below One or More Housing Standards",14805,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Above Standards",56455,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Total",71260,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below Affordability Standard",8110,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below Adequacy Standard",3520,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below Suitability Standard",685,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below One or More Housing Standards",11765,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Above Standards",62045,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Total",73810,"Core Housing Need","Housing Standards"
