"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"13328",2006-07-01,"2006","Below Affordability Standard",58.9,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Below Adequacy Standard",22.4,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Below Suitability Standard",20.3,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Below One or More Housing Standards",38.6,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Total",9.7,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below Affordability Standard",51.5,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below Adequacy Standard",17.5,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below Suitability Standard",20.1,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below One or More Housing Standards",33.1,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Total",8.3,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below Affordability Standard",33.7,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below Adequacy Standard",18.8,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below Suitability Standard",14.3,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below One or More Housing Standards",25.7,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Total",5.7,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below Affordability Standard",20.4,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below Adequacy Standard",8.3,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below One or More Housing Standards",14.6,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Total",2.9,"Core Housing Need","Housing Standards"
