"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35544",2006-07-01,"2006","Below Affordability Standard",1060,"Core Housing Need","Housing Standards"
"35544",2006-07-01,"2006","Below Adequacy Standard",135,"Core Housing Need","Housing Standards"
"35544",2006-07-01,"2006","Below Suitability Standard",60,"Core Housing Need","Housing Standards"
"35544",2006-07-01,"2006","Below One or More Housing Standards",1095,"Core Housing Need","Housing Standards"
"35544",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35544",2006-07-01,"2006","Total",1095,"Core Housing Need","Housing Standards"
"35544",2011-07-01,"2011","Below Affordability Standard",1870,"Core Housing Need","Housing Standards"
"35544",2011-07-01,"2011","Below Adequacy Standard",210,"Core Housing Need","Housing Standards"
"35544",2011-07-01,"2011","Below Suitability Standard",80,"Core Housing Need","Housing Standards"
"35544",2011-07-01,"2011","Below One or More Housing Standards",1945,"Core Housing Need","Housing Standards"
"35544",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35544",2011-07-01,"2011","Total",1945,"Core Housing Need","Housing Standards"
"35544",2016-07-01,"2016","Below Affordability Standard",1695,"Core Housing Need","Housing Standards"
"35544",2016-07-01,"2016","Below Adequacy Standard",230,"Core Housing Need","Housing Standards"
"35544",2016-07-01,"2016","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"35544",2016-07-01,"2016","Below One or More Housing Standards",1765,"Core Housing Need","Housing Standards"
"35544",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35544",2016-07-01,"2016","Total",1765,"Core Housing Need","Housing Standards"
"35544",2021-07-01,"2021","Below Affordability Standard",1080,"Core Housing Need","Housing Standards"
"35544",2021-07-01,"2021","Below Adequacy Standard",135,"Core Housing Need","Housing Standards"
"35544",2021-07-01,"2021","Below Suitability Standard",70,"Core Housing Need","Housing Standards"
"35544",2021-07-01,"2021","Below One or More Housing Standards",1195,"Core Housing Need","Housing Standards"
"35544",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35544",2021-07-01,"2021","Total",1195,"Core Housing Need","Housing Standards"
