"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35547",2006-07-01,"2006","Below Affordability Standard",46.2,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Below Adequacy Standard",14.8,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Below Suitability Standard",23,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Below One or More Housing Standards",35.1,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35547",2006-07-01,"2006","Total",9.4,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below Affordability Standard",38.6,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below Adequacy Standard",8.1,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below Suitability Standard",20.8,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Below One or More Housing Standards",29.2,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35547",2011-07-01,"2011","Total",7.5,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below Affordability Standard",43.1,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below Adequacy Standard",19.8,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below Suitability Standard",10.4,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Below One or More Housing Standards",33.4,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35547",2016-07-01,"2016","Total",8.7,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below Affordability Standard",40.4,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below Adequacy Standard",12.8,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below Suitability Standard",2.9,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Below One or More Housing Standards",28.1,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35547",2021-07-01,"2021","Total",6,"Core Housing Need","Housing Standards"
