"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35539",2006-07-01,"2006","Below Affordability Standard",17365,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Below Adequacy Standard",2595,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Below Suitability Standard",1620,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Below One or More Housing Standards",18420,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Total",18420,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below Affordability Standard",16875,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below Adequacy Standard",2630,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below Suitability Standard",1315,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below One or More Housing Standards",17920,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Total",17925,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below Affordability Standard",21600,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below Adequacy Standard",2980,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below Suitability Standard",1220,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below One or More Housing Standards",22665,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Total",22665,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below Affordability Standard",17305,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below Adequacy Standard",2340,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below Suitability Standard",1155,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below One or More Housing Standards",18550,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Total",18550,"Core Housing Need","Housing Standards"
