"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35531",2006-07-01,"2006","Below Affordability Standard",1625,"Core Housing Need","Housing Standards"
"35531",2006-07-01,"2006","Below Adequacy Standard",440,"Core Housing Need","Housing Standards"
"35531",2006-07-01,"2006","Below Suitability Standard",255,"Core Housing Need","Housing Standards"
"35531",2006-07-01,"2006","Below One or More Housing Standards",2170,"Core Housing Need","Housing Standards"
"35531",2006-07-01,"2006","Above Standards",6960,"Core Housing Need","Housing Standards"
"35531",2006-07-01,"2006","Total",9130,"Core Housing Need","Housing Standards"
"35531",2011-07-01,"2011","Below Affordability Standard",1705,"Core Housing Need","Housing Standards"
"35531",2011-07-01,"2011","Below Adequacy Standard",475,"Core Housing Need","Housing Standards"
"35531",2011-07-01,"2011","Below Suitability Standard",280,"Core Housing Need","Housing Standards"
"35531",2011-07-01,"2011","Below One or More Housing Standards",2245,"Core Housing Need","Housing Standards"
"35531",2011-07-01,"2011","Above Standards",7100,"Core Housing Need","Housing Standards"
"35531",2011-07-01,"2011","Total",9350,"Core Housing Need","Housing Standards"
"35531",2016-07-01,"2016","Below Affordability Standard",1785,"Core Housing Need","Housing Standards"
"35531",2016-07-01,"2016","Below Adequacy Standard",470,"Core Housing Need","Housing Standards"
"35531",2016-07-01,"2016","Below Suitability Standard",245,"Core Housing Need","Housing Standards"
"35531",2016-07-01,"2016","Below One or More Housing Standards",2350,"Core Housing Need","Housing Standards"
"35531",2016-07-01,"2016","Above Standards",7920,"Core Housing Need","Housing Standards"
"35531",2016-07-01,"2016","Total",10270,"Core Housing Need","Housing Standards"
"35531",2021-07-01,"2021","Below Affordability Standard",1830,"Core Housing Need","Housing Standards"
"35531",2021-07-01,"2021","Below Adequacy Standard",380,"Core Housing Need","Housing Standards"
"35531",2021-07-01,"2021","Below Suitability Standard",330,"Core Housing Need","Housing Standards"
"35531",2021-07-01,"2021","Below One or More Housing Standards",2410,"Core Housing Need","Housing Standards"
"35531",2021-07-01,"2021","Above Standards",9140,"Core Housing Need","Housing Standards"
"35531",2021-07-01,"2021","Total",11545,"Core Housing Need","Housing Standards"
