"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59934",2006-07-01,"2006","Below Affordability Standard",360,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Below Adequacy Standard",40,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Below One or More Housing Standards",370,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2006-07-01,"2006","Total",365,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below Affordability Standard",665,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below Adequacy Standard",130,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below Suitability Standard",75,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Below One or More Housing Standards",695,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2011-07-01,"2011","Total",695,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below Affordability Standard",455,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below Adequacy Standard",85,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below Suitability Standard",60,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Below One or More Housing Standards",495,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2016-07-01,"2016","Total",495,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below Affordability Standard",525,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below Adequacy Standard",60,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below Suitability Standard",75,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Below One or More Housing Standards",570,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59934",2021-07-01,"2021","Total",570,"Core Housing Need","Housing Standards"
