"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59965",2006-07-01,"2006","Below Affordability Standard",1195,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below Adequacy Standard",945,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below Suitability Standard",325,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below One or More Housing Standards",2070,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Above Standards",4750,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Total",6820,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Affordability Standard",1030,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Adequacy Standard",670,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Suitability Standard",210,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below One or More Housing Standards",1605,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Above Standards",4335,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Total",5940,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Affordability Standard",985,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Adequacy Standard",615,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Suitability Standard",255,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below One or More Housing Standards",1625,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Above Standards",4610,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Total",6235,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Affordability Standard",1010,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Adequacy Standard",740,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Suitability Standard",355,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below One or More Housing Standards",1900,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Above Standards",5765,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Total",7670,"Core Housing Need","Housing Standards"
