"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"12210",2006-07-01,"2006","Below Affordability Standard",1045,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Below Adequacy Standard",200,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Below Suitability Standard",95,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Below One or More Housing Standards",1115,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"12210",2006-07-01,"2006","Total",1115,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below Affordability Standard",1125,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below Adequacy Standard",225,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Below One or More Housing Standards",1220,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"12210",2011-07-01,"2011","Total",1220,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below Affordability Standard",1250,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below Adequacy Standard",250,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below Suitability Standard",50,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Below One or More Housing Standards",1315,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"12210",2016-07-01,"2016","Total",1310,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below Affordability Standard",890,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below Adequacy Standard",150,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Below One or More Housing Standards",970,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"12210",2021-07-01,"2021","Total",970,"Core Housing Need","Housing Standards"
