"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"47735",2006-07-01,"2006","Below Affordability Standard",50,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Below Adequacy Standard",47.1,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Below Suitability Standard",25.5,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Below One or More Housing Standards",37.7,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"47735",2006-07-01,"2006","Total",10.8,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below Affordability Standard",48.7,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below Adequacy Standard",26,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below Suitability Standard",12.6,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Below One or More Housing Standards",37.5,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"47735",2011-07-01,"2011","Total",10.3,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below Affordability Standard",59,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below Adequacy Standard",25.8,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below Suitability Standard",35.2,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Below One or More Housing Standards",46.2,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"47735",2016-07-01,"2016","Total",13,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below Affordability Standard",47.3,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below Adequacy Standard",14.8,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below Suitability Standard",7.8,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Below One or More Housing Standards",29.2,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"47735",2021-07-01,"2021","Total",7.8,"Core Housing Need","Housing Standards"
