"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48806",2006-07-01,"2006","Below Affordability Standard",1285,"Core Housing Need","Housing Standards"
"48806",2006-07-01,"2006","Below Adequacy Standard",575,"Core Housing Need","Housing Standards"
"48806",2006-07-01,"2006","Below Suitability Standard",505,"Core Housing Need","Housing Standards"
"48806",2006-07-01,"2006","Below One or More Housing Standards",2150,"Core Housing Need","Housing Standards"
"48806",2006-07-01,"2006","Above Standards",5310,"Core Housing Need","Housing Standards"
"48806",2006-07-01,"2006","Total",7460,"Core Housing Need","Housing Standards"
"48806",2011-07-01,"2011","Below Affordability Standard",1285,"Core Housing Need","Housing Standards"
"48806",2011-07-01,"2011","Below Adequacy Standard",560,"Core Housing Need","Housing Standards"
"48806",2011-07-01,"2011","Below Suitability Standard",370,"Core Housing Need","Housing Standards"
"48806",2011-07-01,"2011","Below One or More Housing Standards",1995,"Core Housing Need","Housing Standards"
"48806",2011-07-01,"2011","Above Standards",5570,"Core Housing Need","Housing Standards"
"48806",2011-07-01,"2011","Total",7560,"Core Housing Need","Housing Standards"
"48806",2016-07-01,"2016","Below Affordability Standard",1245,"Core Housing Need","Housing Standards"
"48806",2016-07-01,"2016","Below Adequacy Standard",480,"Core Housing Need","Housing Standards"
"48806",2016-07-01,"2016","Below Suitability Standard",475,"Core Housing Need","Housing Standards"
"48806",2016-07-01,"2016","Below One or More Housing Standards",2000,"Core Housing Need","Housing Standards"
"48806",2016-07-01,"2016","Above Standards",5880,"Core Housing Need","Housing Standards"
"48806",2016-07-01,"2016","Total",7880,"Core Housing Need","Housing Standards"
"48806",2021-07-01,"2021","Below Affordability Standard",735,"Core Housing Need","Housing Standards"
"48806",2021-07-01,"2021","Below Adequacy Standard",310,"Core Housing Need","Housing Standards"
"48806",2021-07-01,"2021","Below Suitability Standard",445,"Core Housing Need","Housing Standards"
"48806",2021-07-01,"2021","Below One or More Housing Standards",1335,"Core Housing Need","Housing Standards"
"48806",2021-07-01,"2021","Above Standards",3715,"Core Housing Need","Housing Standards"
"48806",2021-07-01,"2021","Total",5055,"Core Housing Need","Housing Standards"
