"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"24411",2006-07-01,"2006","Below Affordability Standard",40.7,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Below Adequacy Standard",14.3,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Below Suitability Standard",17.5,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Below One or More Housing Standards",32.5,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2006-07-01,"2006","Total",8.2,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below Affordability Standard",45.6,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below Adequacy Standard",0,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below Suitability Standard",19.2,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Below One or More Housing Standards",34.6,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2011-07-01,"2011","Total",7.4,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below Affordability Standard",22.3,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below Adequacy Standard",5,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Below One or More Housing Standards",16.2,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2016-07-01,"2016","Total",2.9,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below Affordability Standard",28.6,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below Adequacy Standard",10.6,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Below One or More Housing Standards",18.5,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24411",2021-07-01,"2021","Total",2.3,"Core Housing Need","Housing Standards"
