"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24454",2006-07-01,"2006","Below Affordability Standard",3235,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Below Adequacy Standard",1390,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Below Suitability Standard",585,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Below One or More Housing Standards",4765,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Above Standards",16270,"Core Housing Need","Housing Standards"
"24454",2006-07-01,"2006","Total",21035,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below Affordability Standard",3700,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below Adequacy Standard",1465,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below Suitability Standard",470,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Below One or More Housing Standards",5140,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Above Standards",16025,"Core Housing Need","Housing Standards"
"24454",2011-07-01,"2011","Total",21165,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below Affordability Standard",3460,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below Adequacy Standard",985,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below Suitability Standard",300,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Below One or More Housing Standards",4405,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Above Standards",14955,"Core Housing Need","Housing Standards"
"24454",2016-07-01,"2016","Total",19365,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below Affordability Standard",2565,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below Adequacy Standard",1155,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below Suitability Standard",280,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Below One or More Housing Standards",3730,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Above Standards",16430,"Core Housing Need","Housing Standards"
"24454",2021-07-01,"2021","Total",20160,"Core Housing Need","Housing Standards"
