"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"13335",2006-07-01,"2006","Below Affordability Standard",1525,"Core Housing Need","Housing Standards"
"13335",2006-07-01,"2006","Below Adequacy Standard",865,"Core Housing Need","Housing Standards"
"13335",2006-07-01,"2006","Below Suitability Standard",240,"Core Housing Need","Housing Standards"
"13335",2006-07-01,"2006","Below One or More Housing Standards",2325,"Core Housing Need","Housing Standards"
"13335",2006-07-01,"2006","Above Standards",6600,"Core Housing Need","Housing Standards"
"13335",2006-07-01,"2006","Total",8930,"Core Housing Need","Housing Standards"
"13335",2011-07-01,"2011","Below Affordability Standard",1720,"Core Housing Need","Housing Standards"
"13335",2011-07-01,"2011","Below Adequacy Standard",845,"Core Housing Need","Housing Standards"
"13335",2011-07-01,"2011","Below Suitability Standard",160,"Core Housing Need","Housing Standards"
"13335",2011-07-01,"2011","Below One or More Housing Standards",2445,"Core Housing Need","Housing Standards"
"13335",2011-07-01,"2011","Above Standards",6885,"Core Housing Need","Housing Standards"
"13335",2011-07-01,"2011","Total",9330,"Core Housing Need","Housing Standards"
"13335",2016-07-01,"2016","Below Affordability Standard",1715,"Core Housing Need","Housing Standards"
"13335",2016-07-01,"2016","Below Adequacy Standard",785,"Core Housing Need","Housing Standards"
"13335",2016-07-01,"2016","Below Suitability Standard",125,"Core Housing Need","Housing Standards"
"13335",2016-07-01,"2016","Below One or More Housing Standards",2385,"Core Housing Need","Housing Standards"
"13335",2016-07-01,"2016","Above Standards",7820,"Core Housing Need","Housing Standards"
"13335",2016-07-01,"2016","Total",10210,"Core Housing Need","Housing Standards"
"13335",2021-07-01,"2021","Below Affordability Standard",1215,"Core Housing Need","Housing Standards"
"13335",2021-07-01,"2021","Below Adequacy Standard",685,"Core Housing Need","Housing Standards"
"13335",2021-07-01,"2021","Below Suitability Standard",120,"Core Housing Need","Housing Standards"
"13335",2021-07-01,"2021","Below One or More Housing Standards",1940,"Core Housing Need","Housing Standards"
"13335",2021-07-01,"2021","Above Standards",7995,"Core Housing Need","Housing Standards"
"13335",2021-07-01,"2021","Total",9930,"Core Housing Need","Housing Standards"
