"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"10015",2006-07-01,"2006","Below Affordability Standard",70.3,"Core Housing Need","Housing Standards"
"10015",2006-07-01,"2006","Below Adequacy Standard",14.5,"Core Housing Need","Housing Standards"
"10015",2006-07-01,"2006","Below Suitability Standard",28.5,"Core Housing Need","Housing Standards"
"10015",2006-07-01,"2006","Below One or More Housing Standards",50.8,"Core Housing Need","Housing Standards"
"10015",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"10015",2006-07-01,"2006","Total",13,"Core Housing Need","Housing Standards"
"10015",2011-07-01,"2011","Below Affordability Standard",62.4,"Core Housing Need","Housing Standards"
"10015",2011-07-01,"2011","Below Adequacy Standard",20.4,"Core Housing Need","Housing Standards"
"10015",2011-07-01,"2011","Below Suitability Standard",37.5,"Core Housing Need","Housing Standards"
"10015",2011-07-01,"2011","Below One or More Housing Standards",46.5,"Core Housing Need","Housing Standards"
"10015",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"10015",2011-07-01,"2011","Total",12.5,"Core Housing Need","Housing Standards"
"10015",2016-07-01,"2016","Below Affordability Standard",42.4,"Core Housing Need","Housing Standards"
"10015",2016-07-01,"2016","Below Adequacy Standard",21.3,"Core Housing Need","Housing Standards"
"10015",2016-07-01,"2016","Below Suitability Standard",13.5,"Core Housing Need","Housing Standards"
"10015",2016-07-01,"2016","Below One or More Housing Standards",33.4,"Core Housing Need","Housing Standards"
"10015",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"10015",2016-07-01,"2016","Total",7.6,"Core Housing Need","Housing Standards"
"10015",2021-07-01,"2021","Below Affordability Standard",36.5,"Core Housing Need","Housing Standards"
"10015",2021-07-01,"2021","Below Adequacy Standard",20,"Core Housing Need","Housing Standards"
"10015",2021-07-01,"2021","Below Suitability Standard",7.7,"Core Housing Need","Housing Standards"
"10015",2021-07-01,"2021","Below One or More Housing Standards",29.3,"Core Housing Need","Housing Standards"
"10015",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"10015",2021-07-01,"2021","Total",6.4,"Core Housing Need","Housing Standards"
