"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"10010",2006-07-01,"2006","Below Affordability Standard",58.2,"Core Housing Need","Housing Standards"
"10010",2006-07-01,"2006","Below Adequacy Standard",15.8,"Core Housing Need","Housing Standards"
"10010",2006-07-01,"2006","Below Suitability Standard",26,"Core Housing Need","Housing Standards"
"10010",2006-07-01,"2006","Below One or More Housing Standards",46.1,"Core Housing Need","Housing Standards"
"10010",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"10010",2006-07-01,"2006","Total",11.9,"Core Housing Need","Housing Standards"
"10010",2011-07-01,"2011","Below Affordability Standard",52.4,"Core Housing Need","Housing Standards"
"10010",2011-07-01,"2011","Below Adequacy Standard",0,"Core Housing Need","Housing Standards"
"10010",2011-07-01,"2011","Below Suitability Standard",36.7,"Core Housing Need","Housing Standards"
"10010",2011-07-01,"2011","Below One or More Housing Standards",41.1,"Core Housing Need","Housing Standards"
"10010",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"10010",2011-07-01,"2011","Total",12.5,"Core Housing Need","Housing Standards"
"10010",2016-07-01,"2016","Below Affordability Standard",55,"Core Housing Need","Housing Standards"
"10010",2016-07-01,"2016","Below Adequacy Standard",28.4,"Core Housing Need","Housing Standards"
"10010",2016-07-01,"2016","Below Suitability Standard",31.2,"Core Housing Need","Housing Standards"
"10010",2016-07-01,"2016","Below One or More Housing Standards",44.8,"Core Housing Need","Housing Standards"
"10010",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"10010",2016-07-01,"2016","Total",11.2,"Core Housing Need","Housing Standards"
"10010",2021-07-01,"2021","Below Affordability Standard",47.8,"Core Housing Need","Housing Standards"
"10010",2021-07-01,"2021","Below Adequacy Standard",28.8,"Core Housing Need","Housing Standards"
"10010",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"10010",2021-07-01,"2021","Below One or More Housing Standards",40.4,"Core Housing Need","Housing Standards"
"10010",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"10010",2021-07-01,"2021","Total",9.7,"Core Housing Need","Housing Standards"
