"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"60990",2006-07-01,"2006","Below Affordability Standard",1500,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Below Adequacy Standard",1085,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Below Suitability Standard",510,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Below One or More Housing Standards",2650,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Above Standards",6410,"Core Housing Need","Housing Standards"
"60990",2006-07-01,"2006","Total",9060,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below Affordability Standard",1825,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below Adequacy Standard",1140,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below Suitability Standard",690,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Below One or More Housing Standards",3100,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Above Standards",6855,"Core Housing Need","Housing Standards"
"60990",2011-07-01,"2011","Total",9955,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below Affordability Standard",1995,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below Adequacy Standard",985,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below Suitability Standard",495,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Below One or More Housing Standards",3190,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Above Standards",8095,"Core Housing Need","Housing Standards"
"60990",2016-07-01,"2016","Total",11285,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below Affordability Standard",2075,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below Adequacy Standard",1275,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below Suitability Standard",685,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Below One or More Housing Standards",3680,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Above Standards",9295,"Core Housing Need","Housing Standards"
"60990",2021-07-01,"2021","Total",12975,"Core Housing Need","Housing Standards"
