"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24430",2006-07-01,"2006","Below Affordability Standard",1660,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Below Adequacy Standard",620,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Below Suitability Standard",170,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Below One or More Housing Standards",2345,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Above Standards",9055,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Total",11400,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below Affordability Standard",1935,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below Adequacy Standard",805,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below Suitability Standard",230,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below One or More Housing Standards",2830,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Above Standards",9725,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Total",12555,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below Affordability Standard",1910,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below Adequacy Standard",720,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below Suitability Standard",80,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below One or More Housing Standards",2580,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Above Standards",10495,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Total",13075,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below Affordability Standard",1300,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below Adequacy Standard",665,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below Suitability Standard",90,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below One or More Housing Standards",1965,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Above Standards",11160,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Total",13120,"Core Housing Need","Housing Standards"
