"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35539",2006-07-01,"2006","Below Affordability Standard",33965,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Below Adequacy Standard",9765,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Below Suitability Standard",6635,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Below One or More Housing Standards",45105,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Above Standards",105325,"Core Housing Need","Housing Standards"
"35539",2006-07-01,"2006","Total",150430,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below Affordability Standard",35030,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below Adequacy Standard",10455,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below Suitability Standard",6615,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Below One or More Housing Standards",46805,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Above Standards",107365,"Core Housing Need","Housing Standards"
"35539",2011-07-01,"2011","Total",154170,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below Affordability Standard",38235,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below Adequacy Standard",10325,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below Suitability Standard",4990,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Below One or More Housing Standards",48505,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Above Standards",114475,"Core Housing Need","Housing Standards"
"35539",2016-07-01,"2016","Total",162985,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below Affordability Standard",35510,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below Adequacy Standard",9790,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below Suitability Standard",6655,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Below One or More Housing Standards",47840,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Above Standards",126845,"Core Housing Need","Housing Standards"
"35539",2021-07-01,"2021","Total",174690,"Core Housing Need","Housing Standards"
