"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35568",2006-07-01,"2006","Below Affordability Standard",7840,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Below Adequacy Standard",895,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Below Suitability Standard",755,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Below One or More Housing Standards",8285,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2006-07-01,"2006","Total",8285,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below Affordability Standard",8685,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below Adequacy Standard",905,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below Suitability Standard",730,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Below One or More Housing Standards",9135,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2011-07-01,"2011","Total",9135,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below Affordability Standard",9495,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below Adequacy Standard",1015,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below Suitability Standard",865,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Below One or More Housing Standards",10100,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2016-07-01,"2016","Total",10100,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below Affordability Standard",8220,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below Adequacy Standard",995,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below Suitability Standard",590,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Below One or More Housing Standards",8830,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35568",2021-07-01,"2021","Total",8830,"Core Housing Need","Housing Standards"
