"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59920",2006-07-01,"2006","Below Affordability Standard",49.6,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below Adequacy Standard",17.4,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below Suitability Standard",31.5,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below One or More Housing Standards",38.7,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Total",11,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Affordability Standard",52,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Adequacy Standard",20.9,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Suitability Standard",18.4,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below One or More Housing Standards",41.9,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Total",13,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Affordability Standard",47.2,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Adequacy Standard",26.2,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Suitability Standard",20.7,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below One or More Housing Standards",38.5,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Total",9.9,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Affordability Standard",39.9,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Adequacy Standard",19.5,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Suitability Standard",8.1,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below One or More Housing Standards",31.9,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Total",7.3,"Core Housing Need","Housing Standards"
