"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24433",2006-07-01,"2006","Below Affordability Standard",16740,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Below Adequacy Standard",4450,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Below Suitability Standard",2680,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Below One or More Housing Standards",21995,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Above Standards",58110,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Total",80100,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below Affordability Standard",19440,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below Adequacy Standard",4520,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below Suitability Standard",2725,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below One or More Housing Standards",25060,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Above Standards",62460,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Total",87520,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below Affordability Standard",18305,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below Adequacy Standard",4615,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below Suitability Standard",1915,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below One or More Housing Standards",23375,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Above Standards",69835,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Total",93215,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below Affordability Standard",15175,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below Adequacy Standard",5180,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below Suitability Standard",2265,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below One or More Housing Standards",21550,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Above Standards",81400,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Total",102945,"Core Housing Need","Housing Standards"
